ID_Evento,IDMercado,League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_Goleada_H,CS_Goleada_A
32957941,1.223850096,Greek Super League,2024-02-04,16:00:00,Panathinaikos,Olympiakos,2.26,3.15,3.4,2.14,1.63,1.84,1.78,11.0,980.0,980.0,980.0,9.0,7.6,18.5,980.0,16.5,13.5,980.0,980.0,980.0,980.0,980.0,980.0,980.0,980.0
32968171,1.224000370,Brazilian Super Cup,2024-02-04,16:00:00,SE Palmeiras,Sao Paulo,2.32,3.35,3.35,2.22,1.69,1.88,1.88,11.5,12.0,980.0,980.0,9.8,8.2,980.0,980.0,15.5,13.0,980.0,980.0,980.0,900.0,980.0,980.0,980.0,980.0
32989785,1.224337391,Brazilian Copa do Nordeste,2024-02-04,16:00:00,Bahia,Sport Recife,1.04,1.01,1.04,1.05,1.27,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32988612,1.224321221,Brazilian Carioca Matches,2024-02-04,16:00:00,Boavista RJ,Fluminense,2.74,2.86,1.27,1.17,1.27,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32977304,1.224151849,Spanish Primera Division RFEF Group 1,2024-02-04,16:00:00,Sestao River,Arenteiro,2.3,1.03,3.1,1.48,1.5,2.0,1.72,980.0,980.0,1.01,1.01,980.0,980.0,1.01,1.01,1.01,980.0,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32983651,1.224261002,Peruvian Primera Division,2024-02-04,16:00:00,Alianza Atletico,Alianza Lima,4.3,3.0,1.73,2.16,1.54,1.96,1.66,980.0,980.0,980.0,1.01,980.0,980.0,980.0,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,980.0
32989780,1.224337211,Brazilian Copa do Nordeste,2024-02-04,16:00:00,AA Altos,EC Vitoria Salvador,1.05,1.01,1.05,1.06,1.27,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32957902,1.223851183,French Ligue 1,2024-02-04,16:45:00,Lyon,Marseille,2.98,3.45,2.6,1.96,1.99,1.75,2.2,14.0,12.0,16.5,36.0,12.5,7.8,12.0,28.0,20.0,13.0,17.5,42.0,48.0,34.0,46.0,110.0,29.0,22.0
32958853,1.223869325,Italian Serie A,2024-02-04,16:45:00,Inter,Juventus,1.88,3.6,5.0,2.38,1.7,2.16,1.82,10.0,14.0,38.0,140.0,7.2,7.8,21.0,80.0,9.6,10.5,25.0,95.0,20.0,23.0,48.0,170.0,17.0,120.0
32978328,1.224225743,Italian Serie C,2024-02-04,16:45:00,SS Virtus Verona 1921,Padova,1.04,1.01,1.04,1.08,1.27,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32978917,1.224180577,Argentinian Primera B Nacional,2024-02-04,17:00:00,Almirante Brown,CA Atlanta,1.98,2.6,3.9,2.78,1.36,2.18,1.55,980.0,980.0,1.01,1.01,980.0,980.0,980.0,1.01,980.0,980.0,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32983447,1.224257849,Argentinian Primera B Nacional,2024-02-04,17:00:00,Arsenal de Sarandi,CA Guemes,1.17,1.03,1.04,1.1,1.5,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32987331,1.224310620,Venezuelan Primera Division,2024-02-04,17:00:00,Deportivo Tachira,Estudiantes de Merida,1.64,3.25,4.3,1.35,1.29,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32977504,1.224156901,French Women's Matches,2024-02-04,17:00:00,Paris FC (W),Lille (W),1.07,1.02,1.05,1.01,1.27,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32983515,1.224257669,Argentinian Primera B Nacional,2024-02-04,17:00:00,Club Gimnasia y Tiro,Chaco For Ever,2.02,2.6,3.7,2.68,1.38,1.01,1.01,8.6,12.5,1.01,1.01,7.4,8.0,23.0,1.01,14.5,14.0,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32990625,1.224341718,Argentinian Primera C,2024-02-04,17:00:00,CA Puerto Nuevo,Victoriano Arenas,1.07,1.11,1.15,1.09,1.27,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32957991,1.223851423,Spanish La Liga,2024-02-04,17:00:00,Real Madrid,Atletico Madrid,1.78,4.2,4.9,1.7,2.4,1.72,2.32,19.0,22.0,38.0,100.0,11.0,9.8,18.5,55.0,12.0,10.5,18.0,55.0,18.0,16.5,28.0,75.0,8.4,50.0
32985990,1.224286072,Argentinian Copa de la Liga Profesional,2024-02-04,17:00:00,Deportivo Riestra,Barracas Central,2.32,2.62,3.35,2.74,1.4,2.14,1.58,7.6,10.5,980.0,980.0,7.6,7.8,21.0,1.01,980.0,980.0,980.0,980.0,980.0,980.0,1.01,980.0,980.0,980.0
32978896,1.224181783,Argentinian Primera B Nacional,2024-02-04,17:00:00,Guillermo Brown,Club Atletico Racing de Cordoba,1.04,1.01,1.04,1.11,1.46,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32983840,1.224262550,Colombian Primera B,2024-02-04,17:30:00,Orsomarso,Real Soacha Cundinamarca FC,2.2,2.8,3.55,2.5,1.49,2.02,1.71,9.0,11.5,27.0,90.0,7.8,6.8,18.5,70.0,15.0,13.5,27.0,1.01,36.0,38.0,75.0,1.01,38.0,100.0
32976451,1.224135124,Portuguese Primeira Liga,2024-02-04,17:30:00,Braga,Moreirense,1.49,4.9,6.8,1.74,2.28,1.92,2.02,19.0,29.0,65.0,230.0,9.6,11.5,29.0,120.0,9.2,9.6,24.0,110.0,13.5,15.0,34.0,130.0,7.0,130.0
32983836,1.224262640,Colombian Primera B,2024-02-04,17:30:00,Atletico FC Cali,Cucuta Deportivo,3.1,2.82,2.22,2.26,1.56,1.91,1.71,11.5,9.2,980.0,980.0,980.0,8.4,980.0,980.0,980.0,980.0,980.0,980.0,980.0,980.0,980.0,1.01,980.0,980.0
32983663,1.224261092,Peruvian Primera Division,2024-02-04,18:00:00,Sport Boys (Per),Sporting Cristal,1.04,1.01,1.04,1.05,1.27,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32988646,1.224322584,Brazilian Paulista Serie A1,2024-02-04,18:00:00,Ituano,Botafogo SP,2.12,2.68,3.35,1.42,1.58,1.01,1.01,11.0,12.5,1.01,1.01,9.0,8.2,1.01,1.01,1.01,13.0,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32988649,1.224322476,Brazilian Paulista Serie A1,2024-02-04,18:00:00,Santos,Guarani,1.64,3.65,5.4,1.38,1.27,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32982057,1.224228998,Colombian Primera A,2024-02-04,18:00:00,Fortaleza FC,Envigado,1.85,3.3,4.7,2.14,1.56,1.95,1.69,11.5,16.5,40.0,1.01,8.2,8.2,25.0,1.01,11.0,11.5,30.0,1.01,23.0,27.0,65.0,1.01,22.0,1.01
32978898,1.224181477,Argentinian Primera B Nacional,2024-02-04,19:00:00,San Martin De San Juan,Alvarado,1.54,1.13,1.04,2.34,1.47,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32988618,1.224321311,Brazilian Carioca Matches,2024-02-04,19:00:00,Vasco da Gama,Flamengo,5.3,3.75,1.54,1.79,1.83,1.84,1.79,17.5,9.0,10.0,18.0,23.0,10.5,11.0,21.0,55.0,27.0,27.0,44.0,1.01,1.01,1.01,1.01,1.01,11.5
32989790,1.224337571,Brazilian Copa do Nordeste,2024-02-04,19:00:00,ABC RN,Maranhao,1.04,1.01,1.04,1.06,1.27,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32977564,1.224161506,Mexican Ascenso MX,2024-02-04,19:05:00,CD Tepatitlan De Morelos,Club Atletico Morelia,3.2,3.15,2.36,2.12,1.65,1.85,1.86,12.0,10.0,16.0,38.0,12.5,8.2,13.5,34.0,24.0,16.5,23.0,55.0,70.0,48.0,70.0,150.0,55.0,29.0
32985991,1.224286377,Argentinian Copa de la Liga Profesional,2024-02-04,19:15:00,River Plate,Velez Sarsfield,1.68,3.7,6.2,2.36,1.67,2.26,1.66,10.0,22.0,55.0,310.0,6.4,980.0,28.0,980.0,8.6,980.0,32.0,980.0,16.5,23.0,55.0,270.0,16.5,240.0
32978910,1.224180937,Argentinian Primera B Nacional,2024-02-04,19:30:00,Gimnasia Mendoza,Defensores de Belgrano,1.97,2.54,3.3,2.66,1.43,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32988655,1.224322693,Brazilian Paulista Serie A1,2024-02-04,20:00:00,Ponte Preta,Sao Bernardo,1.05,1.07,1.13,1.06,1.27,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32987325,1.224310710,Venezuelan Primera Division,2024-02-04,20:00:00,Angostura FC,Universidad de Venezuela,1.05,1.01,1.05,1.07,1.27,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32982968,1.224249949,Colombian Primera A,2024-02-04,20:10:00,Rionegro,Atletico Nacional Medellin,2.26,3.3,3.45,2.08,1.77,1.85,1.96,12.0,13.0,24.0,80.0,9.6,7.6,15.0,48.0,14.5,11.5,20.0,65.0,38.0,28.0,46.0,130.0,29.0,55.0
32986754,1.224294944,Argentinian Copa de la Liga Profesional,2024-02-04,20:30:00,CA Platense,Central Cordoba (SdE),2.22,2.76,3.9,3.0,1.4,2.3,1.62,7.4,10.5,30.0,120.0,6.6,7.2,21.0,90.0,13.5,13.0,32.0,140.0,36.0,42.0,90.0,340.0,46.0,170.0
32983674,1.224261182,Peruvian Primera Division,2024-02-04,21:00:00,Deportivo Garcilaso,Sport Huancayo,2.16,2.82,2.9,1.31,1.78,1.01,1.01,1.01,1.01,1.01,1.01,1.01,8.8,1.01,1.01,1.01,13.0,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32978554,1.224172587,Mexican Women's Matches,2024-02-04,21:00:00,Santos Laguna (W),FC Atlas (W),1.04,4.9,1.33,1.01,1.67,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,4.7
32977117,1.224148328,Mexican Liga MX,2024-02-04,21:00:00,Atlas,Santos Laguna,2.26,3.35,2.98,1.76,1.97,1.66,2.1,17.0,15.5,25.0,55.0,13.0,9.4,15.5,38.0,17.5,13.0,18.5,48.0,34.0,27.0,40.0,90.0,19.0,32.0
32988623,1.224320172,Brazilian Carioca Matches,2024-02-04,21:30:00,Audax Rio,Bangu,2.08,2.08,2.08,1.01,1.27,2.48,1.53,980.0,980.0,1.01,1.01,980.0,980.0,980.0,1.01,980.0,980.0,980.0,1.01,980.0,980.0,1.01,1.01,55.0,1.01
32986759,1.224294694,Argentinian Copa de la Liga Profesional,2024-02-04,21:30:00,Newells,Belgrano,1.99,2.58,4.1,2.66,1.44,1.01,1.61,8.4,12.5,1.01,1.01,7.2,8.2,23.0,1.01,12.5,13.5,32.0,1.01,32.0,1.01,1.01,1.01,34.0,1.01
32977136,1.224145865,Mexican Liga MX,2024-02-04,22:00:00,Atletico San Luis,Guadalajara,2.6,3.25,2.48,1.93,1.79,1.76,2.08,14.5,14.5,26.0,980.0,10.5,8.6,15.5,980.0,15.0,12.0,19.5,980.0,980.0,980.0,980.0,980.0,18.5,980.0
32984455,1.224323456,Mexican Ascenso MX,2024-02-04,22:05:00,Venados FC,Mineros de Zacatecas,1.92,2.88,2.58,1.61,2.04,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32981980,1.224179219,Colombian Primera A,2024-02-04,22:20:00,Alianza Petrolera,Junior FC Barranquilla,2.96,2.88,2.42,2.08,1.6,2.06,1.73,1.01,2.74,7.0,65.0,1.01,4.6,1000.0,990.0,1.01,25.0,1000.0,1.01,1.01,1.01,1.01,1.01,1.01,1.01
